nombre_vsx,ra,dec,clase_variable
ASASSN-V J001724.07+600902.0,4.3503,60.15054,SR
Gaia DR3 422070387547982336,4.35032,58.07203,E
ASAS J001724-7559.4,4.35079,-75.99011,MISC
Gaia DR3 431368377564941568,4.35092,62.96958,E
Gaia DR3 4977383074728563712,4.35098,-48.01046,ROT
Gaia DR3 431424379641982464,4.35109,63.5866,ROT
Gaia DR3 419190461663169664,4.35113,52.61832,ROT
Gaia DR3 2755087384261157248,4.35114,11.04418,RS
Gaia DR3 429720759400340224,4.35119,61.93344,ROT
Gaia DR3 422209823671195008,4.3513,58.77081,VAR
ZTF J001724.31+621853.9,4.35133,62.31498,BY
Gaia DR3 429108709380139136,4.3514,59.7109,ROT
Gaia DR3 2860774091190529408,4.35142,30.19063,ROT
Gaia DR3 419198776719800448,4.35171,52.76774,ROT
Gaia DR3 431224547716056448,4.35173,62.10947,DSCT|GDOR|SXPHE
ASASSN-V J001724.42+325241.7,4.35176,32.87824,SR
Gaia DR3 2860829169851734144,4.35186,30.72742,ROT
ZTF J001724.45+253549.7,4.35188,25.59714,EW
Gaia DR3 419896416844761984,4.35194,54.94627,ROT
Gaia DR3 4977360019344006016,4.35221,-48.35844,ROT
Gaia DR3 2797312479058406656,4.35226,18.53804,L
Gaia DR3 429011879334055680,4.35249,59.51259,S
ZTF J001724.61+504351.6,4.35258,50.73102,EW
ZTF J001724.66+642940.0,4.35278,64.49447,EW
Gaia DR3 4635655646790844032,4.35296,-78.42437,DSCT|GDOR|SXPHE
Gaia DR3 431951595470225664,4.35305,64.712,S
ZTF J001724.77+610755.1,4.35322,61.13198,BY
Gaia DR3 4707581441168749952,4.3533,-66.56563,ROT
Gaia DR3 419954072486302848,4.35335,55.60403,E
Gaia DR3 429146917409884928,4.35336,60.25681,ROT
Gaia DR3 431366350350679168,4.3534,62.90843,ROT
Gaia DR3 392828016814529280,4.35344,48.69408,RS
Gaia DR3 422022769254575872,4.35344,57.44181,ROT
Gaia DR3 419952423218904320,4.35353,55.54392,E
Gaia DR3 429687705331443968,4.35354,61.65361,ROT
Gaia DR3 4990666755737336832,4.35367,-45.44459,ROT
CSS_J001724.9+200542,4.35375,20.09506,RRD
Gaia DR3 2797359208302620928,4.35381,18.9216,E
Gaia DR3 419186991329488128,4.35393,52.48059,ROT
Gaia DR3 2860879335069120768,4.35401,30.85445,ROT
Gaia DR3 2876648977511819392,4.35415,36.67461,ROT
Gaia DR3 394967979979638656,4.35419,51.25722,ROT
Gaia DR3 394413035844027648,4.35432,49.86726,ROT
ZTF J001725.11+563300.4,4.35463,56.55012,EW
Gaia DR3 392864201917150464,4.35474,49.1889,S
Gaia DR3 2849103462456315904,4.35475,23.61156,ROT
ZTF J001725.14+620118.4,4.35477,62.02178,EA
Gaia DR3 419367689193116160,4.35485,53.75763,RS
Gaia DR3 429720896839278464,4.35491,61.95218,E
Gaia DR3 4977153139359236608,4.35521,-48.65386,ROT
Gaia DR3 421645087010480768,4.35523,57.2927,E
Gaia DR3 385904911787589120,4.35523,44.38506,ROT
Gaia DR3 379959195284553600,4.35564,39.65614,L
Gaia DR3 379973046554976000,4.35572,39.97739,ROT
Gaia DR3 528248339956458496,4.35572,66.51103,E
Gaia DR3 419234888805443072,4.35577,53.26719,ROT
Gaia DR3 530560922147434368,4.35618,69.84506,E
Gaia DR3 2800551880831533184,4.35643,22.41847,S
ZTF J001725.54+513930.3,4.35644,51.65844,EW
Gaia DR3 395156133911504640,4.35656,52.10184,ROT
Gaia DR3 429012433392040064,4.35658,59.55903,ROT
Gaia DR3 2801046557985196672,4.35672,23.2022,ROT
Gaia DR3 392252285037774080,4.3569,47.07814,ROT
ZTF J001725.78+653642.9,4.35743,65.61192,EW
Gaia DR3 419186956969750144,4.3576,52.4707,RS
Gaia DR3 394520650544392832,4.3577,50.3616,ROT
Gaia DR3 419952423218905984,4.35798,55.54235,ROT
Gaia DR3 394932589448932736,4.358,50.84705,E
Gaia DR3 419376485286021120,4.35801,53.963,DSCT|GDOR|SXPHE
Gaia DR3 419367517394429824,4.35811,53.74792,ROT
Gaia DR3 422173402347828736,4.35823,58.33483,S
Gaia DR3 4972553985297850624,4.35825,-52.30312,ROT
Gaia DR3 386084853737500416,4.35829,45.62453,ROT
Gaia DR3 392279193012077824,4.35839,47.32325,S
Gaia DR3 422067539994466944,4.35884,57.92574,RS
Gaia DR3 395165514119975552,4.3591,52.33544,ROT
Gaia DR3 431269249731922560,4.35929,62.67626,E
Gaia DR3 392861208321567488,4.35934,49.02283,ROT
Gaia DR3 537329103412391040,4.35937,72.93545,ROT
PS1-3PI J001726.29+724904.1,4.35954,72.81779,RRAB
Gaia DR3 395130054869265664,4.35955,51.92826,DSCT|GDOR|SXPHE
ZTF J001726.37+764354.3,4.35988,76.73177,EW
Gaia DR3 431236191357954432,4.35992,62.38661,DSCT|GDOR|SXPHE
Gaia DR3 394968491077373184,4.36009,51.30197,ROT
Gaia DR3 528725150046548352,4.36023,67.47515,S
Gaia DR3 394976982230993536,4.36029,51.49441,ROT
Gaia DR3 4990686954968357504,4.3603,-45.18411,ROT
Gaia DR3 392241667880427008,4.36032,46.82833,DSCT|GDOR|SXPHE
Gaia DR3 4978585218892202496,4.36035,-45.96948,ROT
Gaia DR3 4688687944459452672,4.36055,-73.57334,RRAB
Gaia DR3 2444248639565275008,4.36062,-4.1088,E
Gaia DR3 429011849276506240,4.36073,59.49665,ROT
Gaia DR3 537745715238029312,4.36102,73.51084,ROT
Gaia DR3 421644842190071936,4.36129,57.25297,RS
Gaia DR3 419763066700511744,4.36141,54.30463,VAR
ZTF J001726.79+663505.2,4.36163,66.58479,EW
ZTF J001726.84+510529.4,4.36185,51.0915,VAR
ZTF J001726.90+624847.5,4.36209,62.81321,EW:
ZTF J001726.91+615855.9,4.36213,61.98221,EW
Gaia DR3 4995531922890959488,4.36219,-41.05546,ROT
ASAS J001727+2457.0,4.36229,24.95086,MISC
Gaia DR3 428254663722888960,4.36246,59.40243,DSCT|GDOR|SXPHE
Gaia DR3 537321819146216192,4.36252,72.7646,S
Gaia DR3 422021119987153664,4.36253,57.38369,ROT
ASASSN-V J001727.15+582559.7,4.36314,58.43325,HADS
Gaia DR3 394554288728039424,4.36315,50.64383,RS
Gaia DR3 564940898399412480,4.36316,79.37623,ROT
ZTF J001727.19+575559.6,4.36332,57.93324,EW:
Gaia DR3 4977166711455931392,4.36338,-48.5491,ROT
Gaia DR3 394942278895080064,4.3634,51.12449,RS
Gaia DR3 392711026203529728,4.36356,48.03808,ROT
Gaia DR3 379665114578956032,4.36364,38.80419,E
Gaia DR3 4998309289262639104,4.36382,-38.16014,ROT
ZTF J001727.31+695959.8,4.36383,69.99995,BY
Gaia DR3 419952560657839360,4.36384,55.57342,RS
Gaia DR3 379438615183999488,4.36406,37.47738,ROT
Gaia DR3 422199618828971392,4.36424,58.50375,ROT
Gaia DR3 379537017178451328,4.36427,38.1288,L
Gaia DR3 419329378084081024,4.36432,53.34292,RS
Gaia DR3 2748339062927467648,4.36433,6.396,ROT
Gaia DR3 4973703971381710720,4.36435,-50.64699,ROT
ZTF J001727.47+593508.6,4.36446,59.58575,EA
Gaia DR3 392241431658520064,4.3645,46.78951,E
Gaia DR3 2548395003718453376,4.3646,3.08619,L
ZTF J001727.53+701501.2,4.36471,70.25036,EW
Gaia DR3 537888857908039296,4.3648,74.31,S
Gaia DR3 419792478637289600,4.36523,54.60525,DSCT|GDOR|SXPHE
Gaia DR3 528727211629566976,4.36533,67.54675,ROT
Gaia DR3 429675748142467200,4.36534,61.43226,E
Gaia DR3 394968491077349120,4.36538,51.29608,DSCT|GDOR|SXPHE
Gaia DR3 419198708000324736,4.3656,52.768,ROT
TYC 4019-1521-1,4.36575,63.3275,EW
Gaia DR3 392825066175399808,4.36591,48.58611,DSCT|GDOR|SXPHE
Gaia DR3 419225199359351680,4.36602,52.98663,ROT
ASASSN-V J001727.84+245426.8,4.36603,24.90747,ROT
ZTF J001727.85+561646.9,4.36606,56.2797,EW
Gaia DR3 2863179994430719232,4.36607,31.80465,E
Gaia DR3 528066091606705408,4.36642,65.22648,E
Gaia DR3 395123251641111168,4.36651,51.80328,RS
Gaia DR3 394934754112431360,4.36663,50.93797,ROT
Gaia DR3 537860751642094208,4.36667,74.06192,ROT
Gaia DR3 2860828791893993856,4.36685,30.67593,ROT
Gaia DR3 431844569187446784,4.36688,64.25745,E
Gaia DR3 528832936546607360,4.3669,67.9286,ROT
Gaia DR3 4707569415260326528,4.36712,-66.60193,ROT
Gaia DR3 4689869850738556672,4.36729,-71.79772,RRAB
Gaia DR3 2876594890988002688,4.36741,36.56552,ROT
Gaia DR3 429534117301014528,4.36745,60.59289,ROT
Gaia DR3 537151875880665472,4.36752,71.74032,E
Gaia DR3 4702207092757125888,4.36755,-70.46084,RRAB
CSS_J001728.2+341629,4.3676,34.27473,RRAB
Gaia DR3 528104991128296064,4.36762,65.69247,YSO
Gaia DR3 2548455889175923584,4.36767,3.3549,ROT
Gaia DR3 421456005370244608,4.36778,55.69735,ROT
Gaia DR3 429155163747006848,4.36785,60.40583,VAR
ASASSN-V J001728.28+794758.0,4.36785,79.79943,ROT
Gaia DR3 428228859558573312,4.36792,59.27011,ROT
Gaia DR3 4995284670213807232,4.36811,-41.88016,ROT
ZTF J001728.39+591727.7,4.36831,59.29103,RS
Gaia DR3 2856437441236050304,4.36836,26.4555,ROT
Gaia DR3 429673579173472000,4.3685,61.34014,RS
Gaia DR3 4977167879687034368,4.36862,-48.47826,ROT
Gaia DR3 379966174607349248,4.36882,39.75153,ROT
Gaia DR3 431800829239773568,4.36889,63.69868,L
Gaia DR3 2876649905224750080,4.3689,36.76662,ROT
Gaia DR3 419754167528198912,4.36911,54.11093,ROT
Gaia DR3 394979559211336960,4.36934,51.60108,RS
Gaia DR3 392854615550254848,4.36978,48.92103,VAR
Gaia DR3 4995599332402004864,4.36979,-40.52986,VAR
Gaia DR3 419799728541974528,4.37019,54.75634,DSCT|GDOR|SXPHE
Gaia DR3 394979692350599936,4.37026,51.61913,VAR
ZTF J001728.90+622045.5,4.37044,62.34598,EW
Gaia DR3 419789523699860992,4.37047,54.49011,ROT
ASAS J001729+1208.1,4.3705,12.13647,ESD|CW-FU|CW-FO|EC
WISE J001728.9+634959,4.37056,63.83308,EA
Gaia DR3 431835837510687872,4.3707,64.08147,E
Gaia DR3 392863446003281536,4.3707,49.13842,ROT
Gaia DR3 422058537743177472,4.37074,57.69287,ROT
Gaia DR3 4978564018933632896,4.37117,-46.23692,ROT
ZTF J001729.09+642642.7,4.37121,64.44521,RS
SSS_J001729.1-221838,4.37133,-22.31067,RRAB
Gaia DR3 431988570849257216,4.37147,65.12764,ROT
ZTF J001729.21+625117.8,4.37175,62.85496,SR
ZTF J001729.27+031518.3,4.37197,3.2551,RS
Gaia DR3 2309199410192529664,4.37202,-34.61005,ROT
Gaia DR3 2856466032834099328,4.37218,26.61098,ROT
Gaia DR3 2768569316667699968,4.37256,15.47868,S
Gaia DR3 429532090076470144,4.37257,60.52866,ROT
Gaia DR3 419329446803549696,4.37259,53.36397,ROT
Gaia DR3 383610879557522816,4.37259,41.93998,ROT
Gaia DR3 2416803905918832256,4.37267,-15.04653,ROT
Gaia DR3 431233378164157952,4.37276,62.30567,E
Gaia DR3 431272101590089088,4.37276,62.84302,S
Gaia DR3 429720553241926400,4.37286,61.92046,S
Gaia DR3 394400838137005056,4.37295,49.64417,DSCT|GDOR|SXPHE
Gaia DR3 2752819469730405120,4.37298,10.67029,DSCT|GDOR|SXPHE
Gaia DR3 4977458700512782848,4.37305,-47.60484,ROT
Gaia DR3 421600586847314432,4.37307,56.64074,E
Gaia DR3 2863694222275414144,4.37315,33.69909,DSCT|GDOR|SXPHE
Gaia DR3 421492014376866688,4.3732,56.14572,E
Gaia DR3 419934075118687616,4.37332,55.43357,ROT
Gaia DR3 392136771894977408,4.37338,46.42095,L
Gaia DR3 431227292186093824,4.37349,62.23893,S
Gaia DR3 4973704345041470080,4.37358,-50.64068,ROT
Gaia DR3 2863602309975221504,4.37367,33.23201,ROT
Gaia DR3 428255209183148800,4.37373,59.44972,S
Gaia DR3 4689609683106264192,4.37379,-72.30056,RRAB
ZTF J001729.72+630136.6,4.37387,63.02684,RS
Gaia DR3 419789661138802048,4.37391,54.51606,ROT
Gaia DR3 386055338722267520,4.374,45.39203,DSCT|GDOR|SXPHE
Gaia DR3 530559204160534912,4.37407,69.78766,ROT
ZTF J001729.78+585921.9,4.37411,58.98944,HADS
Gaia DR3 429570122002490240,4.37421,61.03383,S
Gaia DR3 419765884199012352,4.37427,54.43871,DSCT|GDOR|SXPHE
Gaia DR3 431269799487691648,4.37438,62.72796,ROT
Gaia DR3 2755193555852743040,4.37458,11.7017,ROT
Gaia DR3 431953833147831680,4.37465,64.8225,S
ZTF J001729.93+673211.9,4.37471,67.53664,EW
Gaia DR3 394553631594113792,4.37481,50.65335,ROT
Gaia DR3 419905242998138752,4.37481,55.14604,E
ZTF J001729.95+614956.3,4.37482,61.83233,BY
Gaia DR3 429120219892382976,4.37492,60.0359,RS
Gaia DR3 392854546830782208,4.37492,48.91266,ROT
Gaia DR3 429118192667861248,4.37502,59.97159,ROT
Gaia DR3 419189740108661376,4.37509,52.62997,ROT
Gaia DR3 419898787666604416,4.37522,55.07801,ROT
Gaia DR3 383378027907809152,4.37538,40.47083,ROT
ZTF J001730.09+615509.8,4.37541,61.91939,SR
Gaia DR3 419791688363321344,4.37547,54.5885,RS
Gaia DR3 2768570008157800960,4.37551,15.51313,E
ZTF J001730.13+590246.5,4.37556,59.04625,EW
Gaia DR3 2876562902071212416,4.37573,36.24252,S
Gaia DR3 379972702957603328,4.3758,39.93405,ROT
V1252 Cas,4.37583,55.18761,EB
Gaia DR3 419763032340782336,4.3759,54.2848,ROT
Gaia DR3 4978214850976227456,4.37604,-47.43342,ROT
ZTF J001730.26+612659.2,4.37609,61.44979,BY
Gaia DR3 540295787642246784,4.37622,76.95413,L
Gaia DR3 4995592773987667840,4.37622,-40.72186,ROT
Gaia DR3 431809109936610304,4.37637,63.86605,ROT
Gaia DR3 394979696650286208,4.3764,51.61954,DSCT|GDOR|SXPHE
Gaia DR3 540196041322274816,4.37643,76.74605,ROT
Gaia DR3 421597120815273984,4.37643,56.50764,DSCT|GDOR|SXPHE
Gaia DR3 429722992783242752,4.37659,62.0292,DSCT|GDOR|SXPHE
Gaia DR3 419369853856584192,4.37675,53.86345,ROT
Gaia DR3 422029194525635328,4.37677,57.48896,ROT
Gaia DR3 2797420987112223232,4.37692,19.25136,ROT
Gaia DR3 421644468535216384,4.37695,57.23446,ROT
Gaia DR3 4905808544248368640,4.37709,-59.95127,ROT
Gaia DR3 392721780801864832,4.37717,48.2969,ROT
ASASSN-V J001730.55+442256.5,4.37731,44.38236,SR
Gaia DR3 383488391387485696,4.37734,41.4096,ROT
Gaia DR3 4977435984427203968,4.37735,-47.7961,ROT
Gaia DR3 392665671349038848,4.37762,47.66817,ROT
Gaia DR3 429541401565461248,4.37784,60.75977,DSCT|GDOR|SXPHE
Gaia DR3 4973792516427605248,4.37789,-50.0125,ROT
Gaia DR3 4998351551740871168,4.37799,-37.8906,ROT
Gaia DR3 429720587601650816,4.37806,61.93398,ROT
ZTF J001730.76+623720.6,4.37819,62.6224,EW
Gaia DR3 421642819268006016,4.37822,57.17466,E
Gaia DR3 429543669308326400,4.37823,60.86169,DSCT|GDOR|SXPHE
Gaia DR3 385489502550597248,4.37826,43.69475,ROT
Gaia DR3 2856461222470732544,4.37827,26.49203,ROT
Gaia DR3 528104883750573952,4.37831,65.67991,ROT
Gaia DR3 392818503465411584,4.37831,48.48676,ROT
ZTF J001730.79+630719.8,4.37832,63.12217,BY
Gaia DR3 429155163749342464,4.37849,60.39532,S
Gaia DR3 394518034905494272,4.37873,50.21881,S
CSS_J001730.9-132829,4.37879,-13.47492,RRAB
Gaia DR3 419756229112485504,4.37887,54.17545,E
Gaia DR3 4978214855272729984,4.37917,-47.43326,ROT
Gaia DR3 422209338331840768,4.37926,58.72841,ROT
Gaia DR3 428216971083945216,4.37931,58.89512,RR
ZTF J001731.04+483800.8,4.37934,48.63357,EW
Gaia DR3 429720690681065088,4.37936,61.94661,ROT
Gaia DR3 530381388217769472,4.37952,68.65695,L
Gaia DR3 431259766444318720,4.37958,62.50276,ROT
Gaia DR3 392863858319781504,4.37972,49.15783,VAR
Gaia DR3 431403630667618816,4.37976,63.35964,DSCT|GDOR|SXPHE
Gaia DR3 421491425962786560,4.38022,56.1248,E
Gaia DR3 431269176708783232,4.38038,62.67298,ROT
Gaia DR3 4991742799663385984,4.38058,-43.95617,DSCT|GDOR|SXPHE
Gaia DR3 564407807058244096,4.38064,78.34863,ROT
Gaia DR3 394970694398917760,4.38076,51.38591,ROT
Gaia DR3 422070323133222912,4.38087,58.08555,VAR
Gaia DR3 431368171416769664,4.38097,62.96024,DSCT|GDOR|SXPHE
Gaia DR3 2856885182986770688,4.381,27.93064,ROT
Gaia DR3 419223034695863296,4.3811,52.89006,DSCT|GDOR|SXPHE
Gaia DR3 419233961092555904,4.38115,53.15978,ROT
Gaia DR3 385515169275218176,4.38119,43.82095,ROT
Gaia DR3 419225336798299136,4.38133,53.00144,DSCT|GDOR|SXPHE
Gaia DR3 392825066175408512,4.38136,48.57188,ROT
Gaia DR3 2849105386601104640,4.38166,23.67388,L
Gaia DR3 2794290127752062592,4.38171,18.07301,E
Gaia DR3 392719238181249536,4.3818,48.16797,ROT
ZTF J001731.65+690014.7,4.3819,69.0041,EW
Gaia DR3 422203295320924544,4.38197,58.67819,ROT
Gaia DR3 422175597066722048,4.38212,58.4305,E
Gaia DR3 392861624936833024,4.38221,49.04111,ROT
Gaia DR3 4634540643217673984,4.38231,-79.79383,E
Gaia DR3 419187438006220288,4.38235,52.50806,ROT
Gaia DR3 421458925947850496,4.38235,55.8774,E
Gaia DR3 419195753062868992,4.38238,52.65324,ROT
Gaia DR3 528246652032111744,4.38243,66.4645,L
Gaia DR3 429569370393453824,4.38244,60.97365,ROT
Gaia DR3 2849327144353271296,4.38251,24.77391,ROT
Gaia DR3 419792268177217152,4.38253,54.64536,VAR
Gaia DR3 429720725040589952,4.38261,61.95202,ROT
Gaia DR3 4990968915277104384,4.38265,-44.34898,S
Gaia DR3 537711767816761728,4.38271,73.13358,ROT
Gaia DR3 421467241004440448,4.38278,56.02513,S
Gaia DR3 528823418897834496,4.38287,67.68461,ROT
Gaia DR3 419798457231679872,4.38307,54.72266,ROT
Gaia DR3 4685221257308861056,4.3831,-74.98771,RRAB
Gaia DR3 386088908186610688,4.38317,45.73683,ROT
Gaia DR3 2876341728435967104,4.38321,35.61968,E
Gaia DR3 419233956787518208,4.38344,53.16964,ROT
ZTF J001732.03+612438.3,4.38349,61.41065,EW
Gaia DR3 2856467510302848384,4.38352,26.63726,S
Gaia DR3 392818950141998208,4.38366,48.52311,VAR
ST Cas,4.38367,50.28733,SR
Gaia DR3 419942905571548672,4.38369,55.64525,ROT
ZTF18abuvmmq,4.38373,54.34966,EA
ZTF J001732.10+714838.4,4.38378,71.81069,BY
Gaia DR3 429118158308126336,4.38381,59.96608,ROT
Gaia DR3 4973999362053135360,4.38385,-49.77792,ROT
Gaia DR3 431235405388702848,4.38395,62.36534,RS
Gaia DR3 4977379123358596992,4.38411,-48.06034,ROT
Gaia DR3 2430940979751910912,4.38412,-7.35378,ROT
Gaia DR3 2849527805225788928,4.3842,25.02201,S
Gaia DR3 2797736409510442880,4.38446,19.84407,ROT
Gaia DR3 392251877018932352,4.38448,47.03014,ROT
ZTF J001732.29+425225.2,4.38457,42.87369,BY
ZTF J001732.34+633617.1,4.38476,63.60477,RS
Gaia DR3 530549652153398016,4.38482,69.55057,YSO
Gaia DR3 4978585317675979264,4.38508,-45.95258,ROT
Gaia DR3 419898787666620416,4.38513,55.06337,ROT
Gaia DR3 429146986131625984,4.38547,60.26898,S
Gaia DR3 531079238800247680,4.38556,70.74737,YSO
Gaia DR3 528865612656351232,4.38557,68.19955,ROT
Gaia DR3 394553665955347968,4.38561,50.66037,ROT
Gaia DR3 392252491196209536,4.38566,47.08137,ROT
Gaia DR3 379665526895867392,4.386,38.82735,DSCT|GDOR|SXPHE
ASASSN-V J001732.65+514017.0,4.38606,51.67141,SR
Gaia DR3 392827814956058368,4.38627,48.73015,ROT
ZTF J001732.70+524628.9,4.38627,52.7747,EW
Gaia DR3 385292793048016000,4.38635,43.44258,ROT
Gaia DR3 392827952393358208,4.38661,48.75176,ROT
Gaia DR3 385937725337680384,4.38674,44.64372,ROT
Gaia DR3 4684992215294300544,4.38677,-75.5816,ROT
Gaia DR3 383599579500758272,4.3868,41.75822,RS
Gaia DR3 419898753299952768,4.38683,55.05449,E
Gaia DR3 419189155993130624,4.38683,52.55107,ROT
Gaia DR3 4977382181375311616,4.38685,-48.03321,ROT
Gaia DR3 419763715233544704,4.38688,54.34763,E
Gaia DR3 431803165701908992,4.38701,63.81619,E
Gaia DR3 394976879151791872,4.38726,51.46755,ROT
Gaia DR3 4919693756904979456,4.38743,-56.8065,DSCT|GDOR|SXPHE
Gaia DR3 2800552391932496000,4.38746,22.44275,ROT
CSS_J001733.0-084605,4.3875,-8.76819,RRC
Gaia DR3 2849325323287128448,4.38756,24.66783,ROT
Gaia DR3 428219719859867520,4.3876,59.03681,E
Gaia DR3 4685379964944783744,4.38768,-74.74375,L
Gaia DR3 429714093611174656,4.38791,61.84411,RS
Gaia DR3 419186888250275200,4.38831,52.45207,ROT
ZTF J001733.20+424532.5,4.38834,42.75905,BY
Gaia DR3 421642613109372800,4.38863,57.1802,E
Gaia DR3 429569370393453696,4.38905,60.97473,RS
Gaia DR3 419934178197881728,4.38907,55.47242,ROT
Gaia DR3 2361444388813277952,4.38915,-21.7845,RS
Gaia DR3 419189087273653632,4.38922,52.55177,ROT
Gaia DR3 4688765150791152768,4.38925,-73.0668,DCEP
Gaia DR3 2863700097790673408,4.3893,33.71656,ROT
ZTF J001733.47+714813.6,4.38946,71.80378,EW
Gaia DR3 419225817834617344,4.38947,53.05148,ROT
Gaia DR3 422059224937880448,4.38947,57.77018,ROT
Gaia DR3 4974069696437689984,4.38951,-49.38359,ROT
Gaia DR3 419187575445171456,4.38977,52.52749,ROT
ZTF J001733.56+630756.1,4.38984,63.13227,BY
Gaia DR3 394932623808670720,4.39016,50.85594,VAR
Gaia DR3 2800551193637311360,4.39019,22.41882,VAR
ZTF J001733.65+594303.7,4.39022,59.71771,EW
Gaia DR3 531080888067966720,4.39024,70.80427,ROT
Gaia DR3 530379330929724928,4.39041,68.57919,ROT
Gaia DR3 392719822296791040,4.39045,48.22119,RS
Gaia DR3 422031393549339392,4.39065,57.58833,ROT
Gaia DR3 2335740899332078720,4.3908,-25.128,ROT
Gaia DR3 422164709334128000,4.39099,58.13232,ROT
Gaia DR3 539737927228278144,4.39099,75.61399,RS
Gaia DR3 392110830292546176,4.39126,46.28609,ROT
Gaia DR3 386089041333384320,4.39135,45.76413,S
Gaia DR3 2444001455607446016,4.3914,-4.73712,L
ASASSN-V J001733.94+711641.9,4.39142,71.2783,ROT
Gaia DR3 385150475011353472,4.39173,42.54808,ROT
CSS_J001734.0-073235,4.39179,-7.54325,RRAB
Gaia DR3 419225680397080064,4.3918,53.02023,S
Gaia DR3 2793492535145520256,4.39183,16.80223,ROT
Gaia DR3 419187609804907520,4.39206,52.53853,ROT
Gaia DR3 2335688260212889216,4.39223,-25.74011,RS
Gaia DR3 421503146931821312,4.39234,56.46494,ROT
MGAB-V3451,4.39238,71.44722,UG
Gaia DR3 429541298486264320,4.39241,60.73766,VAR
Gaia DR3 379443769145515264,4.39243,37.57512,ROT
ASASSN-V J001734.24+642458.4,4.39267,64.41621,SRS
Gaia DR3 392863823960049152,4.39271,49.1421,ROT
Gaia DR3 394374346778835456,4.39271,49.41727,ROT
ZTF J001734.31+664636.9,4.393,66.77693,EA
Gaia DR3 537853433017844224,4.39318,73.97248,S
ZTF J001734.39+520503.0,4.3933,52.08417,RS
Gaia DR3 428261398231564288,4.39333,59.52688,ROT
Gaia DR3 394512129329407232,4.39336,50.19182,ROT
Gaia DR3 4685366564646828032,4.39343,-74.86079,ROT
Gaia DR3 419231830788812800,4.39367,53.08873,ROT
Gaia DR3 431226540576136064,4.39369,62.16038,ROT
Gaia DR3 531136860081523584,4.39375,71.42417,ROT
Gaia DR3 429533906841589504,4.39379,60.62742,ROT
Gaia DR3 4701996712373994240,4.3938,-70.81999,ROT
WISE J001734.5+471431,4.39381,47.24213,EW
Gaia DR3 386081727001315456,4.3941,45.58525,DSCT|GDOR|SXPHE
Gaia DR3 2855651702739119872,4.39419,25.80256,DSCT|GDOR|SXPHE
ASASSN-V J001734.64+070923.4,4.3942,7.15655,EA
Gaia DR3 429575967463188352,4.39425,61.06942,DSCT|GDOR|SXPHE
Gaia DR3 4977361526873911552,4.39443,-48.25764,ROT
Gaia DR3 2368002906953402112,4.39448,-16.92631,ROT
Gaia DR3 419198639280828928,4.39459,52.83153,ROT
Gaia DR3 392108493830371328,4.3947,46.16567,ROT
Gaia DR3 379665320737439488,4.39493,38.80847,ROT
Gaia DR3 2876588057695615488,4.39497,36.36539,ROT
Gaia DR3 2548455064542203392,4.39498,3.3255,ROT
ZTF J001734.84+272307.0,4.39519,27.38528,BY
Gaia DR3 419754098808726144,4.3952,54.09693,ROT
Gaia DR3 394544771080670336,4.39526,50.44307,RS
ZTF J001734.88+630157.4,4.39536,63.03263,BY
Gaia DR3 428217074168460416,4.39541,58.92758,VAR
Gaia DR3 528066641362242688,4.39544,65.26885,BE|GCAS|SDOR|WR
Gaia DR3 4977364829707406080,4.39556,-48.20761,ROT
